id,subtype,text
d7df36f7d3134769add33a26c2989121,Well differentiated tubular adenocarcinoma,"Tumor tissue forming round ducts of different sizes is observed, and cells that have fallen into apoptosis are observed in some ducts. Well differentiated tubular adenocarcinoma"
16a4ba5822944e54922659257c3ef4f4,"Poorly differentiated adenocarcinoma, solid type","The superficial epithelium shows a large sheet-like shape, and some tumor tissue infiltrates with small irregular ducts. Poorly differentiated adenocarcinoma, solid-type "
fb254fb3ce97404cb7fc1ef259b2f4c0,Moderately differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
44c092d0b281406ea0315d662735188f,Well differentiated tubular adenocarcinoma,"Most of the tumor remains in the epithelium and shows a medium-sized circular system or irregular ducts, showing proliferating and developing tumor tissue. Well differentiated tubular adenocarcinoma"
b7dc463cdd4e4e518b2dccfe4ec6fc6f,Papillary adenocarcinoma,"Tumor cells are large, highly columnar, large club-shaped nuclei, and are associated with chromatin aggregation. Papillary adenocarcinoma."
800a51d92428426598df69ffdaa79c9e,Moderately differentiated tubular adenocarcinoma,"Tumor tissue that grows and grows is observed, showing a medium-sized round or irregular duct. moderately differentiated tubular adenocarcinoma"
fccf7a005dfc40248914cd433b21d638,Well differentiated tubular adenocarcinoma,"Tumor tissue that grows by forming large to medium-sized, irregular glandular ducts is found in the superficial epithelium. Well differentiated tubular adenocarcinoma"
2516aa58368f46749c55d810c1f4a2e3,Well differentiated tubular adenocarcinoma,Atypical epithelium with swelling of the nucleus and pseudostratified shows tumor tissue that grows with irregular branching. Well differentiated tubular adenocarcinoma
c5fa9e3af02a49b583f79c87474222a6,Moderately differentiated tubular adenocarcinoma,Tumor tissue that grows invasively while the short atypical epithelium forms small ducts is observed. moderately differentiated tubular adenocarcinoma
18364f639a984719a53aeedf7297ddf2,Moderately differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
88e084f1acd041f7b74108756505ead4,Well to moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of large, irregular glandular ducts partially fused and infiltrated is observed. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma, moderately differentiated tubular adenocarcinoma)"
993f1bdc76bf451791a9c817140e8523,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
dd9769c843a04d529ed401476c44d838,Well to moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of large, irregular glandular ducts partially fused and infiltrated is observed. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma, moderately differentiated tubular adenocarcinoma)"
55cf9090203b48758b1f47a18bc1277f,"Poorly differentiated adenocarcinoma, non-solid type","Tumor tissue that is localized within the mucosa and grows in microcavities or small glandular cavities or individually isolated is observed. Poorly differentiated adenocarcinoma, non-solid type"
d2627d2b4480450ea8df7bb1e5fde237,Signet ring cell carcinoma,"Atypical epithelium that is isolated, floats, and proliferates is observed. Signet ring cell carcinoma or mucinous adenocarcinoma."
98bac77953764ea58f667959ec85783b,Well differentiated tubular adenocarcinoma,Tumor tissue that grows by forming large irregular ducts confined to the mucosal epithelium is observed. Well differentiated tubular adenocarcinoma
a302c47e54024b53ab7ce8c1af0891df,Well differentiated tubular adenocarcinoma,"Infiltrating tumor tissue with medium-sized, irregular ductal structure or large papillary appearance is observed. Well differentiated tubular adenocarcinoma"
cd3e81970d61407f8a9104c62da4331c,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
cd60e12479614fa9bc5d9a6190c7a8ba,Moderately to poorly differentiated adenocarcinoma,"Medium to small, irregular glandular ducts are formed in the superficial epithelium, and in some cases, the glandular ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma."
9adf8947314b4fba85c754eb4c07bb5a,"Poorly differentiated adenocarcinoma, solid type","The superficial epithelium shows a large sheet-like shape, and some tumor tissue infiltrates with small irregular ducts. Poorly differentiated adenocarcinoma, solid-type "
16118536d8254cd9896fc0db49ebcaf2,Moderately to poorly differentiated adenocarcinoma,"Medium to small, irregular glandular ducts are formed in the superficial epithelium, and in some cases, the glandular ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma."
4384ab0de03443f98ea5315f877c707e,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
ceefe1c7aa3d437b83d4ea47c92296d7,Moderately to poorly differentiated adenocarcinoma,"In the superficial epithelium, medium to small irregular gland ducts are formed, and in some cases, the ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma"
65d698e745ea4256822c233a65f9edc3,Papillary adenocarcinoma,"On the superficial epithelium, tumor tissue that infiltrates by forming medium-sized papillary or small irregular ducts is observed. Papillary adenocarcinoma"
07c1c4c38c0e4d7796a9ae54db7a2c4b,Well to moderately differentiated tubular adenocarcinoma,Tumor tissue with atypical epithelium showing irregular ductal or sieving ductal structure and proliferating is observed. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma-moderately differentiated tubular adenocarcinoma)
aea7f8150d17498d8503b36ef776677d,"Poorly differentiated adenocarcinoma, non-solid type","Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
292a32cd5efb423789506c92571f366d,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
4fa18c3e03bc40839ccbc50574da4453,Papillary adenocarcinoma,"Tumor cells are large, highly columnar, large club-shaped nuclei, and are associated with chromatin aggregation. Papillary adenocarcinoma."
e93bf526e9c44cc1849a98e857d5faaf,Moderately differentiated tubular adenocarcinoma,"Tumor tissue that forms medium-sized, irregular glandular ducts and is papillary and proliferate is observed confined to the mucosal epithelium. moderately differentiated tubular adenocarcinoma."
047f2ebc89f04b2e87fecd39acb54790,Papillary adenocarcinoma,Cubic to columnar atypical epithelial cells proliferating showing papillary to papillary ductal structures is observed. Papillary adenocarcinoma.
ad607d89def147d7a957e48b410dd8ca,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
d36d795dd5ab4833b0022ccdd025abc3,Papillary adenocarcinoma,"On the superficial epithelium, tumor tissue that infiltrates by forming medium-sized papillary or small irregular ducts is observed. Papillary adenocarcinoma"
c6f676aea3cd41fc936370ae365eb575,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
be5c86bf99634bf89e609c6bad95841e,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
9ce5ee1f10c2472ba1889b667947f779,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
3c40c5fd49554cfcb9d519d02cff0afc,Well differentiated tubular adenocarcinoma,Tumor tissue in which medium to small irregular ducts infiltrate and proliferate in the submucosa can be seen in the epithelium. Well differentiated tubular adenocarcinoma
b5d638d64ebe4bb4a88503ab30a75f46,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
0c81f6cd77dd49778e034f51c3d4f080,Moderately to poorly differentiated adenocarcinoma,"Medium to small, irregular glandular ducts are formed in the superficial epithelium, and in some cases, the glandular ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma."
415eaad3a5b14caab40de1febbf32c84,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Moderately differentiated adenocarcinoma."
500d0c10faff4993b562a4281f635fed,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
ed2350cda81244c9bc60d44712ddb2c8,Well differentiated tubular adenocarcinoma,Tumor tissue in which medium to small irregular ducts infiltrate and proliferate in the submucosa can be seen in the epithelium. Well differentiated tubular adenocarcinoma
ea224cca00e14be3b9e7bba832916827,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
8d17fdd9233a43078a9b7c1060946a1b,Moderately to poorly differentiated adenocarcinoma,"Medium to small, irregular glandular ducts are formed in the superficial epithelium, and in some cases, the glandular ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma."
63ed13ffd40c4befa2bf675b34c19d69,Moderately differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
f25b9aed690041c797135a6162f79e82,Well differentiated tubular adenocarcinoma,Tumor tissue in which medium to small irregular ducts infiltrate and proliferate in the submucosa can be seen in the epithelium. Well differentiated tubular adenocarcinoma
879b4d89e8174c7a87b934d737d8525c,Papillary adenocarcinoma,"On the superficial epithelium, tumor tissue that infiltrates by forming medium-sized papillary or small irregular ducts is observed. Papillary adenocarcinoma"
01cab2a883b04705b821ca65cc653c22,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
b97812a8ae9a422da9d622f4141de583,Moderately differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
b115bb43e58540f186a9d621bc0e0e32,Mucinous adenocarcinoma,"Atypical epithelial cells form obscure ductal structures or small solid follicles, and tumor tissue that proliferates invasively with proliferation of inflammatory granulation tissue is observed. Mucinous adenocarcinoma ."
ecd4e0cc471d4cf49b0e39f3fd7da843,Moderately differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
99a998aad2534dfe929e4d18fc8f0c5e,Well to moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of large, irregular glandular ducts partially fused and infiltrated is observed. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma, moderately differentiated tubular adenocarcinoma)"
795cb9b9e2c248898e4e83289e2a3edf,Well to moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of large, irregular glandular ducts partially fused and infiltrated is observed. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma, moderately differentiated tubular adenocarcinoma)"
612dd06d00c145098ade446bfa8d2106,Moderately differentiated tubular adenocarcinoma,"In the lamina propria, tumor tissue that invades by forming medium-sized to small, irregular glandular ducts is observed. moderately differentiated tubular adenocarcinoma"
fa508f41936d4ab7aada105f529f87a9,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
6d1090c5af3f4ba0a4a48e532db8e157,Papillary adenocarcinoma,"Tumor cells are large, highly columnar, large club-shaped nuclei, and are associated with chromatin aggregation. Papillary adenocarcinoma."
514abf5872ca4d5c8026c98ba9f16f18,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
860a3cc073744cd5992a4cc9a597c3cc,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
2c42548c2da641f98f94282ccc96525e,Moderately to poorly differentiated adenocarcinoma,"Medium to small, irregular glandular ducts are formed in the superficial epithelium, and in some cases, the glandular ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma."
b97ed8410189450eb95dc8048f7bbaa6,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
d30a0a5e92ec4e82966a34e819709a3f,Moderately to poorly differentiated adenocarcinoma,"In the superficial epithelium, medium to small irregular gland ducts are formed, and in some cases, the ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma"
0a830e6476b04222a7b385d9bcde187d,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
f49be1bc7fcc4c988aebf46406ee7158,Papillary adenocarcinoma,"In the superficial epithelium, tumor tissue that infiltrates by forming medium-sized papillary or small irregular ducts is observed. Papillary adenocarcinoma"
ad6a9acb63bf4688a0a7e6b453101910,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
af816ce002294b629605599fed21d3d5,Moderately to poorly differentiated adenocarcinoma,"In the superficial epithelium, medium to small, irregular gland ducts are formed, and in some cases, the gland ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma."
931defe084ec41ee8b26c642ae8c16b4,Well to moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of large, irregular glandular ducts partially fused and infiltrated is observed. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma, moderately differentiated tubular adenocarcinoma)"
415bee5716704e558b6a83fb998e49c9,Papillary adenocarcinoma,"Tumor cells are large, highly columnar, large club-shaped nuclei, and are associated with chromatin aggregation. Papillary adenocarcinoma."
782c6b47e6034daa86490f6735c72b51,Moderately differentiated tubular adenocarcinoma,Tumor tissue consisting of large papillary structures or irregular glandular ducts partially fused and infiltrated is observed in the superficial epithelium. Well to moderately differentiated tubular adenocarcinoma.
7bbcd48ccfc547a5a29020fabf4d7e77,Papillary adenocarcinoma,"On the superficial epithelium, tumor tissue that infiltrates by forming medium-sized papillary or small irregular ducts is observed. Papillary adenocarcinoma"
6c68b217dfb248cca7b77ac58f586562,Well to moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of large, irregular glandular ducts partially fused and infiltrated is observed. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma, moderately differentiated tubular adenocarcinoma)"
5191dcf132ed4138821e744cd8acdeab,"Poorly differentiated adenocarcinoma, non-solid type","Tumor tissue consisting of cord-like or small, irregular glandular ducts fused and infiltrated is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type"
05e61f7d83414eaa879ad3e79ad2cff8,Moderately to poorly differentiated adenocarcinoma,"In the superficial epithelium, medium to small, irregular glandular ducts are formed, and in some parts, the glandular ducts are fused, and in other parts, small cord-like infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma."
bcab6978ee9a4e72a6b202e613b1896a,Well differentiated tubular adenocarcinoma,Tumor tissue that grows invasively while the short atypical epithelium forms irregular ducts is observed. Well differentiated tubular adenocarcinoma
f5c4a95979e248529f7649ea986e5a83,Papillary adenocarcinoma,"On the superficial epithelium, tumor tissue that infiltrates by forming medium-sized papillary or small irregular ducts is observed. Papillary adenocarcinoma"
d4d2b36cf6ab4d18beb82841a9687d76,Well differentiated tubular adenocarcinoma,"Tumor tissue consisting of medium-sized and irregular ducts is observed infiltrating in the superficial epithelium. Tumor cells are highly columnar, with nuclei aligned basolaterally and polarized. Well differentiated tubular adenocarcinoma."
fe4070f9396a4669b0c698dca22da70a,Moderately to poorly differentiated adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
61d06eaf3cf645ca83500f37b39af42e,Well to moderately differentiated tubular adenocarcinoma,"Well to moderately differentiated tubular adenocarcinoma showing dense growth with irregular fusion of small irregular ducts (well differentiated tubular adenocarcinoma, moderately differentiated tubular adenocarcinoma)"
f5e4c0d6bbbe4040b169d1275c3021d7,Moderately to poorly differentiated adenocarcinoma,"Medium to small, irregular glandular ducts are formed in the superficial epithelium, and in some cases, the glandular ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma."
10d4f513a2ad46448fdb63112ebfb671,Signet ring cell carcinoma,"In the lamina propria, a tumor tissue consisting of signet ring cell type atypical epithelial cells infiltrating is observed. Signet ring cell carcinoma Signet ring cell carcinoma."
a20d17b1fc9941ee8ddfb9bf5ba71bd9,Moderately to poorly differentiated adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
d156638089514ec68a83d1df68c269ea,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
db167c65559b4aeeaf849a520effb49e,Moderately to poorly differentiated adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
8ab33c7c1f40496f8348814acc1d0d07,Well differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of medium-sized and irregular gland ducts infiltrated is observed. Well differentiated tubular adenocarcinoma"
685bd07738e94c14b4cf0acd1a973115,Papillary adenocarcinoma,"On the superficial epithelium, tumor tissue that infiltrates by forming medium-sized papillary or small irregular ducts is observed. Papillary adenocarcinoma"
e1600200fb26466d863d473fe4897ae7,"Poorly differentiated adenocarcinoma, non-solid type","Tumor tissue consisting of cord-like or small, irregular glandular ducts fused and infiltrated is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type"
325ab5d05a90416bb39262d38f91f4b2,Papillary adenocarcinoma,"On the superficial epithelium, tumor tissue that infiltrates by forming medium-sized papillary or small irregular ducts is observed. Papillary adenocarcinoma"
36a471ecd31e4986a399cdcb81be8201,Papillary adenocarcinoma,"Tumor cells are large, highly columnar, large club-shaped nuclei, and are associated with chromatin aggregation. Papillary adenocarcinoma."
402e760b5edd4c8598e1b4a84c6f47e4,"Poorly differentiated adenocarcinoma, non-solid type","Tumor tissue infiltrated by irregular fusion of small cord-like structures is found in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type"
8ef306b1e25c4da1bbb3b326a0385c65,Moderately differentiated tubular adenocarcinoma,"Tumor tissue that invades by forming small, irregular ducts is found in the superficial epithelium. moderately differentiated tubular adenocarcinoma"
32612c877a204bf0a0fe88d1b54d0821,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
bfbf60bd6fe345f49dca8e392d0983d8,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
2ae21236a718482495c4c01a4e118a7e,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
35dc86c502ed47a5a4036765131e2e29,"Poorly differentiated adenocarcinoma, non-solid type","Tumor tissue consisting of cord-like or small, irregular glandular ducts fused and infiltrated is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type"
201c2964395347b9baf9e791ad59e08d,Well differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of medium-sized to large-sized, round or irregular glandular duct growth images is observed. Well differentiated tubular adenocarcinoma"
429a45cb1cf248688ae494c48d6bd57f,Moderately to poorly differentiated adenocarcinoma,"Medium to small, irregular glandular ducts are formed in the superficial epithelium, and in some cases, the glandular ducts are fused to show solid alveolar lesions and infiltrating tumor tissue is observed. Moderately to poorly differentiated adenocarcinoma."
46bd0e781b2e428898a27978d6f7e84f,Moderately to poorly differentiated adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
741e227c2d6a4073bf216183ec0daf2a,"Poorly differentiated adenocarcinoma, solid type","The superficial epithelium shows a large sheet-like shape, and some tumor tissues infiltrate with a small cord-like structure. Poorly differentiated adenocarcinoma, solid type (poorly differentiated adenocarcinoma, solid type)"
6dceaa4cd60a4f7f891b89c4b6fb22e2,Papillary adenocarcinoma,"On the superficial epithelium, tumor tissue that infiltrates by forming medium-sized papillary or small irregular ducts is observed. Papillary adenocarcinoma"
45d0a1c49911411786a1cc04eb166a2b,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
9563fb738ad54a5a8deab3c8e5e220dd,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
932fc2549fb74c90bf6c1332a503c2eb,Moderately to poorly differentiated adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular fusion and infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
84eafd5f45e34c738b392d29d1bc7eb9,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
a7ca28d313744db6849aede4dce409a1,Well to moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of large, irregular glandular ducts partially fused and infiltrated is observed. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma, moderately differentiated tubular adenocarcinoma)"
0f09922ab2104922b796921ef8a93359,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
6881f4d2e7144138acaac7fc03eeb5d8,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
0e4935c821f24ab689520c4bfdc9195d,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
3cebdc2f6f5b4e34969b4f3352a900e4,Moderately to poorly differentiated adenocarcinoma,"Tumor tissue consisting of medium-sized, cord-like or irregular glandular infiltration is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type or moderately differentiated tubular adenocarcinoma"
ce10baeb88aa45f5855f61acde078cd7,Well differentiated tubular adenocarcinoma,Tumor tissue that grows invasively while the short atypical epithelium forms irregular ducts is observed. Well differentiated tubular adenocarcinoma
2220ae7c85364881bf1a6b71518dca87,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
a231cba388f349dbb9050fa03e7c2495,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
8bd473e505804272b35e253cdb21e1c0,Well differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. Well differentiated tubular adenocarcinoma."
55a1fca9053f4478998604a1e9823c9c,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
f85c0c7af1784f019cb35a2f3a5b702c,"Poorly differentiated adenocarcinoma, non-solid type","In the lamina propria, small cord-like infiltrating tumor tissue is observed. Poorly differentiated adenocarcinoma, non-solid type"
962cf48a027744889b5e80003dfd1e3d,Papillary adenocarcinoma,"Tumor cells are large, highly columnar, large club-shaped nuclei, and are associated with chromatin aggregation. Papillary adenocarcinoma."
18a3cb83ee194743a5aeda7f6ef1f4f4,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
2ab4bc359e3946e9a3a56e56fa86b1de,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
f1d5dfc0d13947b699e4cf710e99f895,"Poorly differentiated adenocarcinoma, non-solid type","Tumor tissue consisting of cord-like or small, irregular glandular ducts fused and infiltrated is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type"
48c1397a285e41c4a8d07680ba65f8bb,"Poorly differentiated adenocarcinoma, non-solid type","Tumor tissue consisting of cord-like or small, irregular glandular ducts fused and infiltrated is observed in the superficial epithelium. Poorly differentiated adenocarcinoma, non-solid type"
82a2ee925f71463ebdb64572e2f43a1a,Well to moderately differentiated tubular adenocarcinoma,"Tumor tissue consisting of large, irregular glandular ducts, centered on the submucosa, infiltrated by fusion with each other is observed. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma-moderately differentiated tubular adenocarcinoma)"
8a6f1e2028c3460c820feaca4abdb0c3,Well to moderately differentiated tubular adenocarcinoma,"On the superficial epithelium, tumor tissue consisting of large, irregular glandular ducts partially fused and infiltrated is observed. Well to moderately differentiated tubular adenocarcinoma (well differentiated tubular adenocarcinoma, moderately differentiated tubular adenocarcinoma)"
f57b4faec39c42baba58e0093ad462c0,Well differentiated tubular adenocarcinoma,"From the superficial epithelium to the lamina propria, tumor tissue consisting of medium-sized and irregular ducts infiltrating is observed. Well differentiated tubular adenocarcinoma"
faa32c78956a437b892454182bb4ab93,Moderately differentiated tubular adenocarcinoma,"Proliferation of small, irregular tubular glandular ducts with fusion is seen just above the muscularis mucosae in the lamina propria. moderately differentiated tubular adenocarcinoma"
990226eec19c413288183de2006f5c86,Papillary adenocarcinoma,"Tumor cells are large, highly columnar, large club-shaped nuclei, and are associated with chromatin aggregation. Papillary adenocarcinoma."
5ada16a9c57c4d5e884de694f9231cb7,Moderately differentiated tubular adenocarcinoma,"In the superficial epithelium, tumor tissue that invades by forming medium-sized to small, irregular ducts is observed. moderately differentiated tubular adenocarcinoma."
